name,address,lat,lng,type,planning_area,area_estimate_sqm,surface_type,current_use,land_owner,likely_permission_required_from,accessibility,residential_proximity,ura_space_link,onemap_link,suitability_score,reasons,recommendation
GEYLANG BAHRU INDUSTRIAL ESTATE,76 GEYLANG BAHRU GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339684,1.32092031838453,103.872794426591,industrial_space,Geylang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.32092031838453&lng=103.872794426591,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
GEYLANG BAHRU INDUSTRIAL ESTATE,75 GEYLANG BAHRU GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339683,1.32063849569726,103.872218885985,industrial_space,Geylang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.32063849569726&lng=103.872218885985,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
GEYLANG BAHRU INDUSTRIAL ESTATE,90 GEYLANG BAHRU GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339698,1.32090959235044,103.873914454696,industrial_space,Geylang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.32090959235044&lng=103.873914454696,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
GEYLANG BAHRU INDUSTRIAL ESTATE,83 GEYLANG BAHRU GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339691,1.31948643617964,103.872938647031,industrial_space,Geylang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.31948643617964&lng=103.872938647031,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
GEYLANG BAHRU INDUSTRIAL ESTATE,81 GEYLANG BAHRU GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339689,1.32014939357136,103.873336150147,industrial_space,Geylang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.32014939357136&lng=103.873336150147,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
GEYLANG BAHRU INDUSTRIAL ESTATE,88 GEYLANG BAHRU GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339696,1.32034906967536,103.874304192725,industrial_space,Geylang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.32034906967536&lng=103.874304192725,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
GEYLANG BAHRU INDUSTRIAL ESTATE,86 GEYLANG BAHRU GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339694,1.31968378319396,103.874010408561,industrial_space,Geylang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.31968378319396&lng=103.874010408561,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
GEYLANG BAHRU INDUSTRIAL ESTATE,85 GEYLANG BAHRU GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339693,1.31956447391252,103.873714079256,industrial_space,Geylang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.31956447391252&lng=103.873714079256,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
GEYLANG BAHRU INDUSTRIAL ESTATE,92 GEYLANG BAHRU GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339700,1.32143673848369,103.87350543547,industrial_space,Geylang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.32143673848369&lng=103.87350543547,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
GEYLANG BAHRU INDUSTRIAL ESTATE,89 GEYLANG BAHRU GEYLANG BAHRU INDUSTRIAL ESTATE SINGAPORE 339697,1.32070966646451,103.87405676002,industrial_space,Geylang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.32070966646451&lng=103.87405676002,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,931A HOUGANG STREET 91 MULTI STOREY CAR PARK SINGAPORE 531931,1.37606324574213,103.880483892976,carpark,Hougang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37606324574213&lng=103.880483892976,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,971A HOUGANG STREET 91 MULTI STOREY CAR PARK SINGAPORE 531971,1.37802105452042,103.880246620223,carpark,Hougang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37802105452042&lng=103.880246620223,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,699D HOUGANG STREET 52 MULTI STOREY CAR PARK SINGAPORE 538699,1.37606587851406,103.888593893569,carpark,Hougang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37606587851406&lng=103.888593893569,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,850A HOUGANG CENTRAL MULTI STOREY CAR PARK SINGAPORE 531850,1.36998673085907,103.892957551412,carpark,Hougang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.36998673085907&lng=103.892957551412,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,909A HOUGANG STREET 91 MULTI STOREY CAR PARK SINGAPORE 531909,1.37827533877825,103.883556241967,carpark,Hougang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37827533877825&lng=103.883556241967,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,925A HOUGANG STREET 91 MULTI STOREY CAR PARK SINGAPORE 531925,1.37678557341484,103.883270826437,carpark,Hougang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37678557341484&lng=103.883270826437,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,838A HOUGANG CENTRAL MULTI STOREY CAR PARK SINGAPORE 531838,1.36994643537325,103.891825546353,carpark,Hougang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.36994643537325&lng=103.891825546353,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,805 HOUGANG CENTRAL MULTI STOREY CAR PARK SINGAPORE 530805,1.37068333577328,103.894356609963,carpark,Hougang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37068333577328&lng=103.894356609963,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,548A HOUGANG STREET 51 MULTI STOREY CAR PARK SINGAPORE 531548,1.37901659942174,103.89118366897,carpark,Hougang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37901659942174&lng=103.89118366897,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,574A HOUGANG STREET 51 MULTI STOREY CAR PARK SINGAPORE 531574,1.3776882626463,103.88639029921,carpark,Hougang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.3776882626463&lng=103.88639029921,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
HOUGANG PRIMARY SCHOOL,1 HOUGANG STREET 93 HOUGANG PRIMARY SCHOOL SINGAPORE 534238,1.37738245231461,103.880805274557,school,Hougang,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37738245231461&lng=103.880805274557,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
HOUGANG SECONDARY SCHOOL,2 HOUGANG STREET 93 HOUGANG SECONDARY SCHOOL SINGAPORE 534256,1.37764019332164,103.882533963338,school,Hougang,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37764019332164&lng=103.882533963338,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.,23 JALAN TELITI SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD. SINGAPORE 537319,1.36061953649923,103.890411446251,school,Hougang,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.36061953649923&lng=103.890411446251,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD.,27 HOUGANG AVENUE 1 SCHOOL HOUSE BYTHEGARDEN @ HOUGANG PTE. LTD. SINGAPORE 538875,1.35885655122959,103.889428402404,school,Hougang,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.35885655122959&lng=103.889428402404,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,288F JURONG EAST STREET 21 MULTI STOREY CAR PARK SINGAPORE 606288,1.33974647274866,103.743177691158,carpark,Jurong East,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33974647274866&lng=103.743177691158,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,354 JURONG EAST AVENUE 1 MULTI STOREY CAR PARK SINGAPORE 600354,1.34453358612912,103.731888322953,carpark,Jurong East,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34453358612912&lng=103.731888322953,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,287E JURONG EAST STREET 21 MULTI STOREY CAR PARK SINGAPORE 605287,1.33755726750066,103.744099425444,carpark,Jurong East,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33755726750066&lng=103.744099425444,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
JURONG EAST SPORTS & RECREATION CENTRE,21 JURONG EAST STREET 31 JURONG EAST SPORTS & RECREATION CENTRE SINGAPORE 609517,1.34678602803049,103.729259406684,recreation_centre,Jurong East,280,concrete sports hall,sports facilities (may be underutilized),PA (People's Association),PA (People's Association),public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34678602803049&lng=103.729259406684,85,"['Sufficient area (280 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
AMP-MERCU STUDENT CARE CENTRE @ FUHUA PRIMARY SCHOOL,65 JURONG EAST STREET 13 AMP-MERCU STUDENT CARE CENTRE @ FUHUA PRIMARY SCHOOL SINGAPORE 609647,1.33659726465816,103.736089481883,school,Jurong East,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33659726465816&lng=103.736089481883,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
CREST SECONDARY SCHOOL,561 JURONG EAST STREET 24 CREST SECONDARY SCHOOL SINGAPORE 609561,1.3431198045076,103.742628105304,school,Jurong East,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.3431198045076&lng=103.742628105304,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
FUHUA PRIMARY SCHOOL,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,1.33650394789627,103.736103745748,school,Jurong East,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33650394789627&lng=103.736103745748,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
JURONG PRIMARY SCHOOL,320 JURONG EAST STREET 32 JURONG PRIMARY SCHOOL SINGAPORE 609476,1.34843859698946,103.733156566858,school,Jurong East,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34843859698946&lng=103.733156566858,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
JURONGVILLE SECONDARY SCHOOL,202 JURONG EAST AVENUE 1 JURONGVILLE SECONDARY SCHOOL SINGAPORE 609790,1.35128862770284,103.728907710089,school,Jurong East,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.35128862770284&lng=103.728907710089,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
YUHUA PRIMARY SCHOOL,158 JURONG EAST STREET 24 YUHUA PRIMARY SCHOOL SINGAPORE 609558,1.34280230475033,103.741105772644,school,Jurong East,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34280230475033&lng=103.741105772644,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,986 JURONG WEST STREET 93 MULTI STOREY CAR PARK SINGAPORE 640986,1.33701295055545,103.694528994723,carpark,Jurong West,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33701295055545&lng=103.694528994723,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,702A JURONG WEST STREET 71 MULTI STOREY CAR PARK SINGAPORE 641702,1.34158500515074,103.695147295547,carpark,Jurong West,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34158500515074&lng=103.695147295547,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,601A JURONG WEST STREET 62 MULTI STOREY CAR PARK SINGAPORE 641601,1.33945454412376,103.699849207119,carpark,Jurong West,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33945454412376&lng=103.699849207119,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,638A JURONG WEST STREET 61 MULTI STOREY CAR PARK SINGAPORE 641638,1.34195861016793,103.697593081001,carpark,Jurong West,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34195861016793&lng=103.697593081001,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,640A JURONG WEST STREET 61 MULTI STOREY CAR PARK SINGAPORE 641640,1.33980030302596,103.695988447268,carpark,Jurong West,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33980030302596&lng=103.695988447268,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,663 JURONG WEST STREET 65 MULTI STOREY CAR PARK SINGAPORE 640663,1.33923247394622,103.701734927795,carpark,Jurong West,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33923247394622&lng=103.701734927795,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,667 JURONG WEST STREET 65 MULTI STOREY CAR PARK SINGAPORE 640667,1.34136633009379,103.701542153164,carpark,Jurong West,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34136633009379&lng=103.701542153164,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,624A JURONG WEST STREET 61 MULTI STOREY CAR PARK SINGAPORE 641624,1.34113974601716,103.69844487756,carpark,Jurong West,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34113974601716&lng=103.69844487756,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,650 JURONG WEST STREET 61 MULTI STOREY CAR PARK SINGAPORE 640650,1.33868937829991,103.696847393809,carpark,Jurong West,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33868937829991&lng=103.696847393809,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,682 JURONG WEST CENTRAL 1 MULTI STOREY CAR PARK SINGAPORE 640682,1.34394289513332,103.704984229484,carpark,Jurong West,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34394289513332&lng=103.704984229484,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
JURONG WEST SPORTS & RECREATION CENTRE,20 JURONG WEST STREET 93 JURONG WEST SPORTS & RECREATION CENTRE SINGAPORE 648965,1.33821088716936,103.69386868465,recreation_centre,Jurong West,280,concrete sports hall,sports facilities (may be underutilized),PA (People's Association),PA (People's Association),public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33821088716936&lng=103.69386868465,85,"['Sufficient area (280 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
JURONG WEST PRIMARY SCHOOL,30 JURONG WEST STREET 61 JURONG WEST PRIMARY SCHOOL SINGAPORE 648368,1.33917519796104,103.698803732244,school,Jurong West,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33917519796104&lng=103.698803732244,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
JURONG WEST SECONDARY SCHOOL,61 JURONG WEST STREET 65 JURONG WEST SECONDARY SCHOOL SINGAPORE 648348,1.33525634688323,103.702098904443,school,Jurong West,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33525634688323&lng=103.702098904443,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,65A KALLANG BAHRU MULTI STOREY CAR PARK SINGAPORE 331065,1.32024481010971,103.869117501455,carpark,Kallang,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.32024481010971&lng=103.869117501455,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
AIS INDUSTRIAL BUILDING,95 KALLANG AVENUE AIS INDUSTRIAL BUILDING SINGAPORE 339420,1.31083152124731,103.867240817798,industrial_space,Kallang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.31083152124731&lng=103.867240817798,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
AIS INDUSTRIAL BUILDING,103 KALLANG AVENUE AIS INDUSTRIAL BUILDING SINGAPORE 339504,1.31140256698881,103.866917775567,industrial_space,Kallang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.31140256698881&lng=103.866917775567,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
ELITE INDUSTRIAL BUILDING I,32 KALLANG PUDDING ROAD ELITE INDUSTRIAL BUILDING I SINGAPORE 349313,1.32868311832592,103.878100523887,industrial_space,Kallang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.32868311832592&lng=103.878100523887,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
HILITE INDUSTRIAL BUILDING,215 KALLANG BAHRU HILITE INDUSTRIAL BUILDING SINGAPORE 339346,1.31872785814611,103.86576886297,industrial_space,Kallang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.31872785814611&lng=103.86576886297,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
HONG AIK INDUSTRIAL BUILDING,22 KALLANG AVENUE HONG AIK INDUSTRIAL BUILDING SINGAPORE 339413,1.30981626928464,103.86606169526,industrial_space,Kallang,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.30981626928464&lng=103.86606169526,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
